# This table combines: (1) a validated ML risk model (see model_card.md), (2) real engagement survey data covering 49.7% of employees (Step 13 -- do not generalize to the rest), (3) O*NET role mappings with confidence levels ranging from very_low to medium -- none are exact matches (see data_relationships.md Open Issue #1), and (4) SYNTHETIC skill-gap and recommendation data (Steps 15-18) that has NOT been validated against real employee skill records. Sections 3 and 4 are illustrative of MVP capability, not production-ready HR guidance.
EmployeeNumber,Department,JobRole,RiskScore,RiskLevel,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,ONET_Title,ONET_Confidence,SkillGapCount,SkillGapSeverity,Top3Recommendations
154,Sales,Sales Executive,0.1192,LOW,,,,Sales Managers,low,2.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols
155,Research & Development,Laboratory Technician,0.4222,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,5.0,MEDIUM,"Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training"
158,Sales,Manager,0.1954,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
159,Research & Development,Research Scientist,0.1227,LOW,,,,Computer and Information Research Scientists,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
160,Sales,Sales Executive,0.104,LOW,,,,Sales Managers,low,1.0,LOW,Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management
161,Research & Development,Research Scientist,0.6167,HIGH,,,,Computer and Information Research Scientists,medium,7.0,HIGH,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
162,Research & Development,Research Director,0.1988,LOW,,,,Natural Sciences Managers,low,0.0,LOW,None - No skill gaps identified
163,Sales,Sales Executive,0.9152,HIGH,,,,Sales Managers,low,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management"
164,Research & Development,Research Scientist,0.1297,LOW,,,,Computer and Information Research Scientists,medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling; AWS Infrastructure as Code: CloudFormation & CDK Automated Deployments
165,Research & Development,Healthcare Representative,0.0439,LOW,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,1.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration
167,Sales,Sales Representative,0.9761,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,6.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Business & Technical Writing: Structuring Executive Summaries & Proposals; macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling"
169,Research & Development,Laboratory Technician,0.3606,LOW,,,,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Google Workspace Collaboration: Document Co-Authoring & Cloud Governance; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track
170,Research & Development,Manufacturing Director,0.0763,LOW,,,,Industrial Production Managers,low,0.0,LOW,None - No skill gaps identified
171,Research & Development,Research Scientist,0.2365,LOW,,,,Computer and Information Research Scientists,medium,4.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
174,Sales,Sales Executive,0.3293,LOW,,,,Sales Managers,low,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Operational Process Auditing & KPI Performance Monitoring Protocols; Adobe Creative Cloud Bootcamp: Multi-App Visual Design & Asset Management
175,Sales,Sales Executive,0.9286,HIGH,,,,Sales Managers,low,8.0,HIGH,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Technical & Regulatory Documentation Analysis Workshop
176,Sales,Sales Executive,0.3036,LOW,,,,Sales Managers,low,0.0,LOW,None - No skill gaps identified
177,Human Resources,Human Resources,0.0908,LOW,,,,Human Resources Specialists,medium,0.0,LOW,None - No skill gaps identified
178,Research & Development,Manufacturing Director,0.2805,LOW,,,,Industrial Production Managers,low,6.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols
179,Research & Development,Manufacturing Director,0.298,LOW,,,,Industrial Production Managers,low,2.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
182,Sales,Sales Executive,0.041,LOW,,,,Sales Managers,low,0.0,LOW,None - No skill gaps identified
183,Sales,Sales Executive,0.6143,HIGH,,,,Sales Managers,low,6.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
184,Human Resources,Human Resources,0.4527,HIGH,,,,Human Resources Specialists,medium,0.0,LOW,None - No skill gaps identified
190,Research & Development,Laboratory Technician,0.7821,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,4.0,MEDIUM,"Strategic Problem Solving & Root Cause Decision Analysis Seminar; Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; Advanced Excel: Dynamic Arrays, Power Query & Business Financial Modeling"
192,Research & Development,Research Scientist,0.2932,LOW,,,,Computer and Information Research Scientists,medium,3.0,LOW,Technical & Regulatory Documentation Analysis Workshop; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks
193,Research & Development,Research Scientist,0.5264,HIGH,,,,Computer and Information Research Scientists,medium,4.0,MEDIUM,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Continuous Professional Learning & Rapid Skill Acquisition Frameworks
194,Research & Development,Research Scientist,0.3494,LOW,,,,Computer and Information Research Scientists,medium,3.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability; AWS Compute Architecture: Scalable EC2 Fleet Management & Auto-Scaling
195,Sales,Sales Executive,0.0446,LOW,,,,Sales Managers,low,2.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Bentley MicroStation CAD: 2D/3D Infrastructure Drafting & Asset Modeling
197,Research & Development,Research Scientist,0.1803,LOW,,,,Computer and Information Research Scientists,medium,3.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; NoSQL Database Architecture with AWS DynamoDB: Modeling & Scalability
198,Research & Development,Laboratory Technician,0.3343,LOW,,,,Medical and Clinical Laboratory Technicians,medium,3.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track; Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
199,Research & Development,Manager,0.3083,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
200,Research & Development,Laboratory Technician,0.274,LOW,,,,Medical and Clinical Laboratory Technicians,medium,2.0,LOW,"Google Workspace Collaboration: Document Co-Authoring & Cloud Governance; Time Management, Calendar Optimization & Executive Email Triage in Outlook"
201,Research & Development,Laboratory Technician,0.6391,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,6.0,MEDIUM,"Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Scientific Methodology, Evidence-Based Rigor & Laboratory Standards Training; MEDITECH EHR Clinical Data Management & Laboratory Information Systems Track"
202,Research & Development,Research Scientist,0.0771,LOW,,,,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
204,Sales,Sales Executive,0.1667,LOW,,,,Sales Managers,low,3.0,LOW,"Operational Process Auditing & KPI Performance Monitoring Protocols; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows; Bentley MicroStation CAD: 2D/3D Infrastructure Drafting & Asset Modeling"
205,Sales,Sales Representative,0.7536,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,0.0,LOW,None - No skill gaps identified
206,Research & Development,Laboratory Technician,0.1756,LOW,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Technical & Regulatory Documentation Analysis Workshop
207,Sales,Sales Executive,0.3998,LOW,,,,Sales Managers,low,2.0,LOW,"Technical & Regulatory Documentation Analysis Workshop; Adobe Acrobat Pro: Digital Signatures, Forms & Secure Document Workflows"
208,Research & Development,Manufacturing Director,0.0167,LOW,,,,Industrial Production Managers,low,3.0,LOW,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Motion Graphics, Video Storytelling & Product Animation with After Effects; Commercial Image Retouching & Asset Production with Adobe Photoshop"
211,Research & Development,Manufacturing Director,0.1405,LOW,,,,Industrial Production Managers,low,7.0,HIGH,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); Operational Process Auditing & KPI Performance Monitoring Protocols
214,Research & Development,Research Scientist,0.5875,HIGH,,,,Computer and Information Research Scientists,medium,3.0,LOW,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift
215,Sales,Sales Executive,0.3127,LOW,,,,Sales Managers,low,0.0,LOW,None - No skill gaps identified
216,Sales,Sales Representative,0.5991,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,1.0,LOW,Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
217,Research & Development,Research Scientist,0.0759,LOW,,,,Computer and Information Research Scientists,medium,5.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
218,Research & Development,Research Scientist,0.1175,LOW,,,,Computer and Information Research Scientists,medium,4.0,MEDIUM,Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; AWS Infrastructure as Code: CloudFormation & CDK Automated Deployments
221,Research & Development,Research Scientist,0.2995,LOW,,,,Computer and Information Research Scientists,medium,2.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift
223,Research & Development,Healthcare Representative,0.3196,LOW,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",low,3.0,LOW,Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Continuous Professional Learning & Rapid Skill Acquisition Frameworks; Inbound Sales & CRM Pipeline Optimization with HubSpot Sales Hub
224,Research & Development,Research Scientist,0.219,LOW,,,,Computer and Information Research Scientists,medium,7.0,HIGH,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Empathetic Leadership & Active Listening for Cross-Functional Collaboration
226,Research & Development,Manager,0.0935,LOW,,,,"Managers, All Other",very_low,,N/A - Manager,N/A - Manager (use Department-level analysis)
227,Research & Development,Research Scientist,0.1196,LOW,,,,Computer and Information Research Scientists,medium,0.0,LOW,None - No skill gaps identified
228,Sales,Sales Executive,0.2234,LOW,,,,Sales Managers,low,0.0,LOW,None - No skill gaps identified
230,Sales,Sales Executive,0.1902,LOW,,,,Sales Managers,low,1.0,LOW,Operational Process Auditing & KPI Performance Monitoring Protocols
231,Research & Development,Research Scientist,0.3355,LOW,,,,Computer and Information Research Scientists,medium,4.0,MEDIUM,Strategic Problem Solving & Root Cause Decision Analysis Seminar; Technical & Regulatory Documentation Analysis Workshop; Continuous Professional Learning & Rapid Skill Acquisition Frameworks
233,Research & Development,Research Scientist,0.6116,HIGH,,,,Computer and Information Research Scientists,medium,1.0,LOW,Cloud Data Warehousing & High-Performance SQL Analytics with Amazon Redshift
235,Sales,Sales Representative,0.9606,HIGH,,,,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",medium,7.0,HIGH,"Empathetic Leadership & Active Listening for Cross-Functional Collaboration; Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop); macOS for Enterprise: Advanced Terminal, Security & Productivity Tooling"
238,Research & Development,Laboratory Technician,0.7099,HIGH,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Executive Presentation & Public Speaking Masterclass (Toastmasters / Internal Workshop)
239,Research & Development,Laboratory Technician,0.1447,LOW,,,,Medical and Clinical Laboratory Technicians,medium,1.0,LOW,Enterprise Microsoft 365 Productivity & Workflow Automation Bootcamp
