# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,JobRole,missing_skills,gap_count,total_required,gap_percentage,severity
1775,Manufacturing Director,Speaking; Monitoring; Adobe After Effects; Adobe InDesign; Adobe Photoshop,5,10,0.5,MEDIUM
1778,Human Resources,None,0,10,0.0,LOW
1779,Sales Executive,Monitoring; Eclipse IDE; Facebook,3,10,0.3,LOW
1780,Sales Representative,Speaking; Reading Comprehension; Writing; Active Learning; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Office software,8,10,0.8,HIGH
1782,Laboratory Technician,Reading Comprehension; Critical Thinking; Google Docs,3,10,0.3,LOW
1783,Laboratory Technician,Speaking; Science; MEDITECH software,3,10,0.3,LOW
1784,Sales Executive,Active Listening,1,10,0.1,LOW
1787,Sales Executive,Active Listening; Speaking; Critical Thinking; Monitoring; Bentley MicroStation,5,10,0.5,MEDIUM
1789,Research Director,Reading Comprehension; Active Listening; Critical Thinking; Adobe Photoshop; ESRI ArcGIS software,5,10,0.5,MEDIUM
1790,Healthcare Representative,Active Learning; Microsoft Office software,2,10,0.2,LOW
1792,Research Scientist,Reading Comprehension; Active Listening; Speaking; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1794,Human Resources,None,0,10,0.0,LOW
1797,Sales Executive,Active Listening; Adobe Acrobat,2,10,0.2,LOW
1798,Research Scientist,None,0,10,0.0,LOW
1799,Research Scientist,Amazon Redshift,1,10,0.1,LOW
1800,Research Director,Reading Comprehension; Active Listening; Monitoring; Adobe Acrobat; Adobe Photoshop,5,10,0.5,MEDIUM
1801,Sales Executive,Active Listening; Speaking; Critical Thinking; Monitoring; Adobe Acrobat; Adobe Creative Cloud software; Bentley MicroStation; Facebook,8,10,0.8,HIGH
1802,Laboratory Technician,Reading Comprehension; Speaking; Google Docs,3,10,0.3,LOW
1803,Healthcare Representative,Active Listening; Speaking; HubSpot software; IBM SPSS Statistics; Microsoft Office software,5,10,0.5,MEDIUM
1804,Manufacturing Director,None,0,10,0.0,LOW
1805,Human Resources,Speaking; Adobe Illustrator,2,10,0.2,LOW
1807,Laboratory Technician,Reading Comprehension; Active Listening; MEDITECH software,3,10,0.3,LOW
1809,Manufacturing Director,None,0,10,0.0,LOW
1812,Sales Executive,Eclipse IDE; Facebook,2,10,0.2,LOW
1813,Research Scientist,Active Listening; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1814,Healthcare Representative,Active Listening; Writing; Apple macOS; IBM SPSS Statistics; Microsoft Office software,5,10,0.5,MEDIUM
1815,Sales Executive,Active Listening,1,10,0.1,LOW
1816,Manufacturing Director,Monitoring; Reading Comprehension,2,10,0.2,LOW
1818,Human Resources,Active Listening; Critical Thinking; Adobe Illustrator,3,10,0.3,LOW
1821,Healthcare Representative,IBM SPSS Statistics,1,10,0.1,LOW
1822,Healthcare Representative,Writing; Active Learning; HubSpot software,3,10,0.3,LOW
1823,Sales Executive,Active Listening; Bentley MicroStation,2,10,0.2,LOW
1826,Laboratory Technician,Speaking; Google Docs; Microsoft Outlook,3,10,0.3,LOW
1827,Manufacturing Director,None,0,10,0.0,LOW
1829,Healthcare Representative,Writing; IBM SPSS Statistics,2,10,0.2,LOW
1830,Research Scientist,Active Listening; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,4,10,0.4,MEDIUM
1833,Sales Executive,Speaking; Critical Thinking; Monitoring; Bentley MicroStation; Eclipse IDE; Facebook,6,10,0.6,MEDIUM
1834,Research Scientist,Speaking; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1835,Sales Representative,HubSpot software; Microsoft Office software,2,10,0.2,LOW
1836,Sales Executive,Speaking,1,10,0.1,LOW
1837,Research Director,Critical Thinking; Monitoring,2,10,0.2,LOW
1839,Research Scientist,Reading Comprehension; Active Listening; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2; Amazon Redshift; Amazon Web Services AWS CloudFormation,6,10,0.6,MEDIUM
1842,Human Resources,Reading Comprehension; Writing; Critical Thinking; Adobe Acrobat; Adobe Illustrator,5,10,0.5,MEDIUM
1844,Human Resources,Reading Comprehension; Adobe Acrobat; Adobe Creative Cloud software; Adobe Illustrator,4,10,0.4,MEDIUM
1845,Sales Executive,Reading Comprehension,1,10,0.1,LOW
1847,Research Scientist,Reading Comprehension; Speaking; Amazon Elastic Compute Cloud EC2; Amazon Redshift,4,10,0.4,MEDIUM
1849,Sales Executive,Reading Comprehension; Critical Thinking,2,10,0.2,LOW
1850,Laboratory Technician,Science,1,10,0.1,LOW
1852,Laboratory Technician,Active Listening; Google Docs; Microsoft Outlook,3,10,0.3,LOW
1853,Sales Executive,Reading Comprehension; Critical Thinking; Facebook,3,10,0.3,LOW
1854,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Active Learning; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1856,Laboratory Technician,Reading Comprehension; Critical Thinking; Science; Microsoft Office software,4,10,0.4,MEDIUM
1857,Manufacturing Director,None,0,10,0.0,LOW
1858,Human Resources,Reading Comprehension; Adobe Acrobat; Adobe Creative Cloud software,3,10,0.3,LOW
1859,Healthcare Representative,Reading Comprehension; Apple macOS,2,10,0.2,LOW
1860,Laboratory Technician,Reading Comprehension; Active Listening; Speaking; Science; MEDITECH software; Microsoft Excel; Microsoft Outlook,7,10,0.7,HIGH
1862,Sales Executive,Active Listening; Speaking; Monitoring; Facebook,4,10,0.4,MEDIUM
1863,Sales Executive,Speaking,1,10,0.1,LOW
1864,Sales Representative,Speaking; Writing,2,10,0.2,LOW
1865,Human Resources,Speaking; Writing; Adobe Acrobat; Adobe Illustrator,4,10,0.4,MEDIUM
1867,Research Director,None,0,10,0.0,LOW
1868,Research Scientist,Critical Thinking; Active Listening; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS software,5,10,0.5,MEDIUM
1869,Sales Executive,Monitoring; Facebook,2,10,0.2,LOW
1870,Research Scientist,Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,2,10,0.2,LOW
1871,Research Scientist,Critical Thinking; Reading Comprehension; Active Listening; Speaking; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,7,10,0.7,HIGH
1873,Research Scientist,Critical Thinking; Active Learning; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1875,Sales Representative,Active Listening; Speaking; Writing; IBM SPSS Statistics; Microsoft Excel,5,10,0.5,MEDIUM
1876,Sales Representative,Active Listening; Active Learning; Apple macOS; IBM SPSS Statistics; Microsoft Office software,5,10,0.5,MEDIUM
1878,Research Scientist,Critical Thinking; Active Listening; Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,5,10,0.5,MEDIUM
1880,Sales Executive,Bentley MicroStation,1,10,0.1,LOW
1881,Laboratory Technician,None,0,10,0.0,LOW
1882,Sales Executive,Speaking; Reading Comprehension; Critical Thinking,3,10,0.3,LOW
1883,Laboratory Technician,Reading Comprehension; Active Listening; Science,3,10,0.3,LOW
1885,Research Scientist,Critical Thinking; Reading Comprehension; Active Learning; Amazon Web Services AWS software,4,10,0.4,MEDIUM
1886,Manufacturing Director,Critical Thinking; Adobe Acrobat; Adobe After Effects; Adobe Photoshop; Autodesk AutoCAD,5,10,0.5,MEDIUM
1888,Manufacturing Director,Adobe Acrobat; Adobe InDesign; Autodesk AutoCAD,3,10,0.3,LOW
1890,Human Resources,Reading Comprehension; Adobe Illustrator,2,10,0.2,LOW
1893,Research Scientist,Reading Comprehension; Active Listening; Amazon DynamoDB; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1898,Sales Executive,None,0,10,0.0,LOW
1903,Healthcare Representative,Reading Comprehension; IBM SPSS Statistics; Microsoft Office software,3,10,0.3,LOW
1905,Research Scientist,Speaking; Amazon Elastic Compute Cloud EC2; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
1907,Laboratory Technician,Reading Comprehension; Critical Thinking; Speaking; Google Docs; MEDITECH software,5,10,0.5,MEDIUM
1908,Sales Executive,Active Listening; Speaking; Monitoring,3,10,0.3,LOW
1909,Sales Executive,Active Listening; Speaking; Reading Comprehension; Critical Thinking; Bentley MicroStation; Eclipse IDE; Facebook,7,10,0.7,HIGH
1911,Research Director,None,0,10,0.0,LOW
1912,Sales Executive,Monitoring; Bentley MicroStation; Eclipse IDE; Facebook,4,10,0.4,MEDIUM
1915,Sales Executive,Monitoring,1,10,0.1,LOW
1916,Laboratory Technician,Reading Comprehension; Active Listening; Critical Thinking; Microsoft Excel; Microsoft Office software; Microsoft Outlook,6,10,0.6,MEDIUM
1918,Laboratory Technician,Microsoft Excel,1,10,0.1,LOW
1922,Healthcare Representative,Speaking; Reading Comprehension; Writing; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
1924,Sales Executive,None,0,10,0.0,LOW
1927,Sales Executive,Adobe Creative Cloud software; Bentley MicroStation,2,10,0.2,LOW
1928,Sales Representative,Reading Comprehension; Apple macOS; IBM SPSS Statistics; Microsoft Excel,4,10,0.4,MEDIUM
1929,Sales Executive,Active Listening; Speaking; Monitoring; Adobe Acrobat; Adobe Creative Cloud software; Eclipse IDE,6,10,0.6,MEDIUM
1931,Research Scientist,Reading Comprehension; Speaking; Active Learning; Amazon Redshift; Amazon Web Services AWS CloudFormation,5,10,0.5,MEDIUM
1932,Research Scientist,None,0,10,0.0,LOW
1933,Sales Executive,Reading Comprehension; Critical Thinking; Bentley MicroStation; Eclipse IDE,4,10,0.4,MEDIUM
1934,Research Scientist,Active Listening; Speaking; Amazon DynamoDB,3,10,0.3,LOW
1935,Sales Executive,Reading Comprehension; Adobe Acrobat; Bentley MicroStation; Eclipse IDE; Facebook,5,10,0.5,MEDIUM
1936,Manufacturing Director,None,0,10,0.0,LOW
1937,Research Scientist,None,0,10,0.0,LOW
1939,Research Scientist,Reading Comprehension; Speaking; Active Learning; Amazon Elastic Compute Cloud EC2; Amazon Redshift,5,10,0.5,MEDIUM
1940,Research Scientist,Critical Thinking; Reading Comprehension; Amazon Redshift; Amazon Web Services AWS CloudFormation,4,10,0.4,MEDIUM
1941,Research Director,Reading Comprehension; Adobe Acrobat; ESRI ArcGIS software,3,10,0.3,LOW
1943,Sales Executive,Reading Comprehension; Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software; Eclipse IDE,5,10,0.5,MEDIUM
1944,Human Resources,Speaking; Active Listening; Critical Thinking; Adobe Acrobat; Adobe InDesign; Adobe Photoshop,6,10,0.6,MEDIUM
1945,Sales Executive,Adobe Creative Cloud software; Bentley MicroStation,2,10,0.2,LOW
1947,Research Scientist,Active Learning; Amazon Elastic Compute Cloud EC2,2,10,0.2,LOW
1948,Research Scientist,Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,2,10,0.2,LOW
1949,Laboratory Technician,Reading Comprehension; MEDITECH software; Microsoft Excel,3,10,0.3,LOW
1950,Sales Executive,None,0,10,0.0,LOW
1951,Sales Executive,Speaking,1,10,0.1,LOW
1952,Laboratory Technician,Science,1,10,0.1,LOW
1954,Healthcare Representative,Speaking; Microsoft Excel,2,10,0.2,LOW
1955,Healthcare Representative,Writing; IBM SPSS Statistics; Microsoft Excel,3,10,0.3,LOW
1956,Research Scientist,None,0,10,0.0,LOW
1960,Laboratory Technician,Active Listening; Critical Thinking; Science; Microsoft Excel,4,10,0.4,MEDIUM
1961,Sales Representative,Active Listening; Writing; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,5,10,0.5,MEDIUM
1962,Sales Executive,None,0,10,0.0,LOW
1965,Sales Executive,None,0,10,0.0,LOW
1966,Manufacturing Director,Critical Thinking; Speaking; Monitoring; Active Listening; Adobe Acrobat; Adobe After Effects; Adobe InDesign; Autodesk AutoCAD,8,10,0.8,HIGH
1967,Sales Executive,None,0,10,0.0,LOW
1968,Sales Executive,Active Listening; Speaking; Reading Comprehension; Monitoring; Adobe Acrobat; Facebook,6,10,0.6,MEDIUM
1969,Research Scientist,Speaking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,3,10,0.3,LOW
1970,Healthcare Representative,Active Listening; Apple macOS; IBM SPSS Statistics,3,10,0.3,LOW
1971,Healthcare Representative,Active Listening; Reading Comprehension; HubSpot software; IBM SPSS Statistics,4,10,0.4,MEDIUM
1972,Human Resources,Active Listening; Critical Thinking; Adobe Creative Cloud software; Adobe Photoshop,4,10,0.4,MEDIUM
1974,Laboratory Technician,Reading Comprehension; Active Listening; Critical Thinking; Speaking,4,10,0.4,MEDIUM
1975,Sales Executive,None,0,10,0.0,LOW
1976,Research Scientist,Active Listening; Amazon Web Services AWS CloudFormation,2,10,0.2,LOW
1979,Research Director,Active Listening,1,10,0.1,LOW
1980,Manufacturing Director,Critical Thinking; Reading Comprehension; Adobe Photoshop,3,10,0.3,LOW
1981,Healthcare Representative,Speaking; Active Learning; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,7,10,0.7,HIGH
1982,Laboratory Technician,Microsoft Excel,1,10,0.1,LOW
1985,Laboratory Technician,Science; Google Docs,2,10,0.2,LOW
1986,Sales Executive,Eclipse IDE,1,10,0.1,LOW
1987,Human Resources,Critical Thinking; Adobe InDesign,2,10,0.2,LOW
1989,Laboratory Technician,None,0,10,0.0,LOW
1992,Laboratory Technician,Reading Comprehension; Critical Thinking; Science; Google Docs; MEDITECH software; Microsoft Office software,6,10,0.6,MEDIUM
1993,Healthcare Representative,Active Listening,1,10,0.1,LOW
1994,Laboratory Technician,Microsoft Office software,1,10,0.1,LOW
1995,Sales Executive,None,0,10,0.0,LOW
1996,Sales Representative,Active Listening; Writing; Apple macOS; HubSpot software; Microsoft Office software,5,10,0.5,MEDIUM
1997,Manufacturing Director,Adobe Acrobat; Adobe InDesign; Adobe Photoshop; Autodesk AutoCAD,4,10,0.4,MEDIUM
1998,Research Scientist,Critical Thinking; Amazon DynamoDB; Amazon Elastic Compute Cloud EC2,3,10,0.3,LOW
1999,Research Scientist,Speaking; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS software,4,10,0.4,MEDIUM
2000,Research Director,None,0,10,0.0,LOW
2003,Laboratory Technician,Active Listening; Critical Thinking; Speaking; Microsoft Excel,4,10,0.4,MEDIUM
2007,Research Scientist,Active Listening; Active Learning; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,6,10,0.6,MEDIUM
2008,Research Scientist,None,0,10,0.0,LOW
2009,Healthcare Representative,None,0,10,0.0,LOW
2010,Laboratory Technician,Google Docs; Microsoft Office software; Microsoft Outlook,3,10,0.3,LOW
2012,Laboratory Technician,Speaking; Science; MEDITECH software; Microsoft Excel; Microsoft Outlook,5,10,0.5,MEDIUM
2013,Sales Representative,Active Listening; Reading Comprehension; Active Learning; Apple macOS; HubSpot software,5,10,0.5,MEDIUM
2014,Research Scientist,Amazon Elastic Compute Cloud EC2,1,10,0.1,LOW
2015,Research Director,None,0,10,0.0,LOW
2016,Sales Executive,None,0,10,0.0,LOW
2017,Research Director,Microsoft Access,1,10,0.1,LOW
2018,Sales Executive,Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software,3,10,0.3,LOW
2019,Sales Representative,None,0,10,0.0,LOW
2020,Research Scientist,Critical Thinking; Active Listening; Speaking; Amazon DynamoDB; Amazon Redshift; Amazon Web Services AWS CloudFormation,6,10,0.6,MEDIUM
2021,Sales Representative,IBM SPSS Statistics; Microsoft Excel,2,10,0.2,LOW
2023,Sales Representative,Active Listening; Writing; Apple macOS; HubSpot software; IBM SPSS Statistics; Microsoft Excel; Microsoft Office software,7,10,0.7,HIGH
2024,Sales Executive,None,0,10,0.0,LOW
2025,Manufacturing Director,Reading Comprehension,1,10,0.1,LOW
2026,Healthcare Representative,Active Listening,1,10,0.1,LOW
2027,Research Scientist,Active Learning; Amazon Redshift; Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,4,10,0.4,MEDIUM
2032,Laboratory Technician,None,0,10,0.0,LOW
2034,Manufacturing Director,Adobe Acrobat,1,10,0.1,LOW
2035,Sales Executive,Reading Comprehension; Adobe Acrobat; Eclipse IDE,3,10,0.3,LOW
2036,Sales Executive,Eclipse IDE,1,10,0.1,LOW
2037,Sales Executive,Active Listening; Bentley MicroStation,2,10,0.2,LOW
2038,Research Scientist,Amazon Web Services AWS software,1,10,0.1,LOW
2040,Human Resources,Adobe Acrobat,1,10,0.1,LOW
2041,Sales Executive,Active Listening; Adobe Creative Cloud software,2,10,0.2,LOW
2044,Sales Executive,Adobe Acrobat; Bentley MicroStation,2,10,0.2,LOW
2045,Sales Executive,Speaking; Reading Comprehension; Critical Thinking; Bentley MicroStation,4,10,0.4,MEDIUM
2046,Sales Executive,Critical Thinking; Adobe Acrobat; Adobe Creative Cloud software,3,10,0.3,LOW
2048,Research Scientist,Critical Thinking; Amazon Redshift; Amazon Web Services AWS CloudFormation,3,10,0.3,LOW
2049,Healthcare Representative,None,0,10,0.0,LOW
2051,Research Scientist,Active Listening; Active Learning; Amazon Redshift,3,10,0.3,LOW
2052,Research Scientist,Amazon Web Services AWS CloudFormation; Amazon Web Services AWS software,2,10,0.2,LOW
2053,Laboratory Technician,Critical Thinking; Google Docs; Microsoft Office software; Microsoft Outlook,4,10,0.4,MEDIUM
2054,Research Scientist,Speaking; Amazon Elastic Compute Cloud EC2,2,10,0.2,LOW
2055,Sales Executive,Reading Comprehension; Critical Thinking; Facebook,3,10,0.3,LOW
2056,Sales Executive,None,0,10,0.0,LOW
2057,Manufacturing Director,Speaking,1,10,0.1,LOW
2060,Sales Representative,Reading Comprehension; Writing; Microsoft Excel; Microsoft Office software,4,10,0.4,MEDIUM
2061,Laboratory Technician,Google Docs; MEDITECH software,2,10,0.2,LOW
2062,Healthcare Representative,None,0,10,0.0,LOW
2064,Manufacturing Director,Adobe Acrobat,1,10,0.1,LOW
2065,Sales Executive,None,0,10,0.0,LOW
2068,Laboratory Technician,Science; Microsoft Excel,2,10,0.2,LOW
