# SYNTHETIC DATA — employee current-skill possession was not present in any source file and has been simulated using a tenure/training-based heuristic for MVP demonstration purposes only. This must NOT be presented to stakeholders as real observed skill data. Real deployment requires an actual skills inventory (HRIS export, LMS completion records, or self-assessment survey).
EmployeeNumber,skill_name,skill_type,has_skill
126,IBM SPSS Statistics,software,0
126,Microsoft Access,software,1
128,Active Listening,essential,0
128,Speaking,essential,1
128,Reading Comprehension,essential,0
128,Critical Thinking,essential,0
128,Monitoring,essential,1
128,Adobe Acrobat,software,1
128,Adobe Creative Cloud software,software,1
128,Bentley MicroStation,software,1
128,Eclipse IDE,software,0
128,Facebook,software,1
129,Active Listening,essential,1
129,Speaking,essential,0
129,Reading Comprehension,essential,0
129,Critical Thinking,essential,1
129,Monitoring,essential,1
129,Adobe Acrobat,software,1
129,Adobe Creative Cloud software,software,1
129,Bentley MicroStation,software,0
129,Eclipse IDE,software,1
129,Facebook,software,1
131,Active Listening,essential,1
131,Speaking,essential,1
131,Reading Comprehension,essential,1
131,Critical Thinking,essential,1
131,Monitoring,essential,1
131,Adobe Acrobat,software,1
131,Adobe Creative Cloud software,software,1
131,Bentley MicroStation,software,1
131,Eclipse IDE,software,1
131,Facebook,software,1
132,Reading Comprehension,essential,0
132,Active Listening,essential,0
132,Critical Thinking,essential,1
132,Speaking,essential,0
132,Science,essential,1
132,Google Docs,software,1
132,MEDITECH software,software,1
132,Microsoft Excel,software,1
132,Microsoft Office software,software,1
132,Microsoft Outlook,software,0
133,Speaking,essential,1
133,Reading Comprehension,essential,0
133,Active Listening,essential,1
133,Writing,essential,1
133,Critical Thinking,essential,1
133,Adobe Acrobat,software,1
133,Adobe Creative Cloud software,software,0
133,Adobe Illustrator,software,1
133,Adobe InDesign,software,1
133,Adobe Photoshop,software,1
134,Critical Thinking,essential,0
134,Reading Comprehension,essential,0
134,Active Listening,essential,0
134,Speaking,essential,1
134,Active Learning,essential,1
134,Amazon DynamoDB,software,1
134,Amazon Elastic Compute Cloud EC2,software,0
134,Amazon Redshift,software,1
134,Amazon Web Services AWS CloudFormation,software,0
134,Amazon Web Services AWS software,software,0
137,Reading Comprehension,essential,1
137,Active Listening,essential,0
137,Critical Thinking,essential,1
137,Speaking,essential,1
137,Science,essential,0
137,Google Docs,software,1
137,MEDITECH software,software,0
137,Microsoft Excel,software,1
137,Microsoft Office software,software,1
137,Microsoft Outlook,software,0
138,Critical Thinking,essential,1
138,Reading Comprehension,essential,1
138,Active Listening,essential,1
138,Speaking,essential,1
138,Active Learning,essential,1
138,Amazon DynamoDB,software,1
138,Amazon Elastic Compute Cloud EC2,software,1
138,Amazon Redshift,software,1
138,Amazon Web Services AWS CloudFormation,software,0
138,Amazon Web Services AWS software,software,1
139,Active Listening,essential,1
139,Speaking,essential,0
139,Reading Comprehension,essential,0
139,Writing,essential,0
139,Active Learning,essential,0
139,Apple macOS,software,0
139,HubSpot software,software,0
139,IBM SPSS Statistics,software,0
139,Microsoft Excel,software,1
139,Microsoft Office software,software,0
140,N/A - Department-level analysis only,N/A,0
141,Science,essential,1
141,Reading Comprehension,essential,0
141,Active Listening,essential,0
141,Critical Thinking,essential,1
141,Monitoring,essential,1
141,Adobe Acrobat,software,0
141,Adobe Photoshop,software,1
141,ESRI ArcGIS software,software,1
141,IBM SPSS Statistics,software,0
141,Microsoft Access,software,1
142,Active Listening,essential,0
142,Speaking,essential,1
142,Reading Comprehension,essential,0
142,Critical Thinking,essential,0
142,Monitoring,essential,0
142,Adobe Acrobat,software,1
142,Adobe Creative Cloud software,software,0
142,Bentley MicroStation,software,0
142,Eclipse IDE,software,1
142,Facebook,software,0
143,Critical Thinking,essential,1
143,Reading Comprehension,essential,0
143,Active Listening,essential,1
143,Speaking,essential,1
143,Active Learning,essential,1
143,Amazon DynamoDB,software,0
143,Amazon Elastic Compute Cloud EC2,software,1
143,Amazon Redshift,software,0
143,Amazon Web Services AWS CloudFormation,software,1
143,Amazon Web Services AWS software,software,1
144,Reading Comprehension,essential,1
144,Active Listening,essential,0
144,Critical Thinking,essential,1
144,Speaking,essential,0
144,Science,essential,0
144,Google Docs,software,0
144,MEDITECH software,software,1
144,Microsoft Excel,software,1
144,Microsoft Office software,software,0
144,Microsoft Outlook,software,1
145,Active Listening,essential,1
145,Speaking,essential,1
145,Reading Comprehension,essential,1
145,Writing,essential,1
145,Active Learning,essential,0
145,Apple macOS,software,1
145,HubSpot software,software,1
145,IBM SPSS Statistics,software,1
145,Microsoft Excel,software,1
145,Microsoft Office software,software,1
147,Reading Comprehension,essential,1
147,Active Listening,essential,0
147,Critical Thinking,essential,1
147,Speaking,essential,1
147,Science,essential,1
147,Google Docs,software,1
147,MEDITECH software,software,1
147,Microsoft Excel,software,1
147,Microsoft Office software,software,1
147,Microsoft Outlook,software,1
148,N/A - Department-level analysis only,N/A,0
150,Reading Comprehension,essential,1
150,Active Listening,essential,1
150,Critical Thinking,essential,1
150,Speaking,essential,1
150,Science,essential,0
150,Google Docs,software,1
150,MEDITECH software,software,1
150,Microsoft Excel,software,0
150,Microsoft Office software,software,1
150,Microsoft Outlook,software,0
151,Critical Thinking,essential,0
151,Reading Comprehension,essential,1
151,Active Listening,essential,1
151,Speaking,essential,0
151,Active Learning,essential,0
151,Amazon DynamoDB,software,1
151,Amazon Elastic Compute Cloud EC2,software,0
151,Amazon Redshift,software,1
151,Amazon Web Services AWS CloudFormation,software,0
151,Amazon Web Services AWS software,software,1
152,Active Listening,essential,0
152,Speaking,essential,1
152,Reading Comprehension,essential,1
152,Critical Thinking,essential,1
152,Monitoring,essential,1
152,Adobe Acrobat,software,1
152,Adobe Creative Cloud software,software,1
152,Bentley MicroStation,software,1
152,Eclipse IDE,software,0
152,Facebook,software,1
153,N/A - Department-level analysis only,N/A,0
154,Active Listening,essential,1
154,Speaking,essential,0
154,Reading Comprehension,essential,1
154,Critical Thinking,essential,1
154,Monitoring,essential,0
154,Adobe Acrobat,software,1
154,Adobe Creative Cloud software,software,1
154,Bentley MicroStation,software,1
154,Eclipse IDE,software,1
154,Facebook,software,1
155,Reading Comprehension,essential,0
155,Active Listening,essential,1
155,Critical Thinking,essential,1
155,Speaking,essential,0
155,Science,essential,0
155,Google Docs,software,0
155,MEDITECH software,software,1
155,Microsoft Excel,software,0
155,Microsoft Office software,software,1
155,Microsoft Outlook,software,1
158,N/A - Department-level analysis only,N/A,0
159,Critical Thinking,essential,1
159,Reading Comprehension,essential,0
159,Active Listening,essential,1
159,Speaking,essential,1
159,Active Learning,essential,1
159,Amazon DynamoDB,software,1
159,Amazon Elastic Compute Cloud EC2,software,1
159,Amazon Redshift,software,1
159,Amazon Web Services AWS CloudFormation,software,1
159,Amazon Web Services AWS software,software,1
160,Active Listening,essential,1
160,Speaking,essential,1
160,Reading Comprehension,essential,1
160,Critical Thinking,essential,1
160,Monitoring,essential,1
160,Adobe Acrobat,software,1
160,Adobe Creative Cloud software,software,0
160,Bentley MicroStation,software,1
160,Eclipse IDE,software,1
160,Facebook,software,1
161,Critical Thinking,essential,0
161,Reading Comprehension,essential,1
161,Active Listening,essential,0
161,Speaking,essential,1
161,Active Learning,essential,1
161,Amazon DynamoDB,software,0
161,Amazon Elastic Compute Cloud EC2,software,0
161,Amazon Redshift,software,0
161,Amazon Web Services AWS CloudFormation,software,0
161,Amazon Web Services AWS software,software,0
162,Science,essential,1
162,Reading Comprehension,essential,1
162,Active Listening,essential,1
162,Critical Thinking,essential,1
162,Monitoring,essential,1
162,Adobe Acrobat,software,1
162,Adobe Photoshop,software,1
162,ESRI ArcGIS software,software,1
162,IBM SPSS Statistics,software,1
162,Microsoft Access,software,1
163,Active Listening,essential,0
163,Speaking,essential,1
163,Reading Comprehension,essential,1
163,Critical Thinking,essential,1
163,Monitoring,essential,1
163,Adobe Acrobat,software,0
163,Adobe Creative Cloud software,software,0
163,Bentley MicroStation,software,1
163,Eclipse IDE,software,1
163,Facebook,software,1
164,Critical Thinking,essential,1
164,Reading Comprehension,essential,0
164,Active Listening,essential,1
164,Speaking,essential,1
164,Active Learning,essential,1
164,Amazon DynamoDB,software,1
164,Amazon Elastic Compute Cloud EC2,software,0
164,Amazon Redshift,software,1
164,Amazon Web Services AWS CloudFormation,software,0
164,Amazon Web Services AWS software,software,1
165,Active Listening,essential,0
165,Speaking,essential,1
165,Reading Comprehension,essential,1
165,Writing,essential,1
165,Active Learning,essential,1
165,Apple macOS,software,1
165,HubSpot software,software,1
165,IBM SPSS Statistics,software,1
165,Microsoft Excel,software,1
165,Microsoft Office software,software,1
167,Active Listening,essential,1
167,Speaking,essential,0
167,Reading Comprehension,essential,1
167,Writing,essential,0
167,Active Learning,essential,1
167,Apple macOS,software,0
167,HubSpot software,software,0
167,IBM SPSS Statistics,software,0
167,Microsoft Excel,software,0
167,Microsoft Office software,software,1
169,Reading Comprehension,essential,0
169,Active Listening,essential,1
169,Critical Thinking,essential,1
169,Speaking,essential,1
169,Science,essential,1
169,Google Docs,software,0
169,MEDITECH software,software,0
169,Microsoft Excel,software,1
169,Microsoft Office software,software,1
169,Microsoft Outlook,software,0
170,Critical Thinking,essential,1
170,Speaking,essential,1
170,Monitoring,essential,1
170,Reading Comprehension,essential,1
170,Active Listening,essential,1
170,Adobe Acrobat,software,1
170,Adobe After Effects,software,1
170,Adobe InDesign,software,1
170,Adobe Photoshop,software,1
170,Autodesk AutoCAD,software,1
171,Critical Thinking,essential,0
171,Reading Comprehension,essential,1
171,Active Listening,essential,1
171,Speaking,essential,0
171,Active Learning,essential,1
171,Amazon DynamoDB,software,0
171,Amazon Elastic Compute Cloud EC2,software,1
171,Amazon Redshift,software,1
171,Amazon Web Services AWS CloudFormation,software,0
171,Amazon Web Services AWS software,software,1
174,Active Listening,essential,0
174,Speaking,essential,1
174,Reading Comprehension,essential,1
174,Critical Thinking,essential,1
174,Monitoring,essential,0
174,Adobe Acrobat,software,1
174,Adobe Creative Cloud software,software,0
174,Bentley MicroStation,software,1
174,Eclipse IDE,software,0
174,Facebook,software,1
175,Active Listening,essential,0
175,Speaking,essential,0
175,Reading Comprehension,essential,0
175,Critical Thinking,essential,0
175,Monitoring,essential,0
175,Adobe Acrobat,software,0
175,Adobe Creative Cloud software,software,1
175,Bentley MicroStation,software,1
175,Eclipse IDE,software,0
175,Facebook,software,0
176,Active Listening,essential,1
176,Speaking,essential,1
176,Reading Comprehension,essential,1
176,Critical Thinking,essential,1
176,Monitoring,essential,1
176,Adobe Acrobat,software,1
176,Adobe Creative Cloud software,software,1
176,Bentley MicroStation,software,1
176,Eclipse IDE,software,1
176,Facebook,software,1
177,Speaking,essential,1
177,Reading Comprehension,essential,1
177,Active Listening,essential,1
177,Writing,essential,1
177,Critical Thinking,essential,1
177,Adobe Acrobat,software,1
177,Adobe Creative Cloud software,software,1
177,Adobe Illustrator,software,1
177,Adobe InDesign,software,1
177,Adobe Photoshop,software,1
178,Critical Thinking,essential,0
178,Speaking,essential,0
178,Monitoring,essential,0
178,Reading Comprehension,essential,1
178,Active Listening,essential,0
178,Adobe Acrobat,software,1
178,Adobe After Effects,software,1
178,Adobe InDesign,software,0
178,Adobe Photoshop,software,1
178,Autodesk AutoCAD,software,0
179,Critical Thinking,essential,0
179,Speaking,essential,0
179,Monitoring,essential,1
179,Reading Comprehension,essential,1
179,Active Listening,essential,1
179,Adobe Acrobat,software,1
179,Adobe After Effects,software,1
179,Adobe InDesign,software,1
179,Adobe Photoshop,software,1
179,Autodesk AutoCAD,software,1
182,Active Listening,essential,1
182,Speaking,essential,1
182,Reading Comprehension,essential,1
182,Critical Thinking,essential,1
182,Monitoring,essential,1
182,Adobe Acrobat,software,1
